Date,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
2014-06-18,-0.27371381874788503,-3.331387898287711e-05,-3.302756293200805e-05,-3.298558661230535e-05,-0.07041614465712871,-3.300464842625427e-05
2014-07-30,-0.33492062322982924,-4.225247158735002e-05,-4.186932453462937e-05,-4.182046493451858e-05,-0.044429663348219364,-4.1843450051574505e-05
2014-09-17,-0.1831199461593861,-2.0697100631269988e-05,-2.052798824560276e-05,-2.049345640236524e-05,-0.04505870039372807,-2.0504466823989155e-05
2014-10-29,-0.2742883633395306,-3.0289809233773904e-05,-3.004131235704667e-05,-2.999184017888028e-05,-0.026727669870919044,-3.0007464144307402e-05
2014-12-17,-0.2949165334987484,-3.808820568478663e-05,-3.7788362769463915e-05,-3.774679930917432e-05,-0.06468817414082377,-3.776655364000016e-05
2015-01-28,-0.21103200568598182,-2.6131815855551402e-05,-2.5918771110153264e-05,-2.585626363894418e-05,-0.09732192947316008,-2.5869433039499942e-05
2015-03-18,-0.183198059697718,-2.5204344721701465e-05,-2.50211923421517e-05,-2.497749285382363e-05,-0.06060418548352184,-2.4990813232778874e-05
2015-04-29,-0.20803656640717738,-2.8537127463149012e-05,-2.8328562302850902e-05,-2.825266441048201e-05,-0.07756433332293221,-2.8267629999669056e-05
2015-06-17,-0.25670784627597,-0.0016470843030024621,-3.0143198031077494e-05,-3.008808526935819e-05,-0.07993857177635616,-3.0104745209314733e-05
2015-07-29,-0.19958237122897385,-2.7138969190438723e-05,-2.6930037962044872e-05,-2.6885675251801385e-05,-0.08010252006977603,-2.6900132835500195e-05
2015-09-17,-0.2964878748805152,-3.786708556544403e-05,-3.751561375864133e-05,-3.746944006798193e-05,-0.07508953245174066,-3.748921945150036e-05
2015-10-28,-0.15999522192816742,-2.620328728270041e-05,-2.5998382170637517e-05,-2.595008954463906e-05,-0.10855737889200538,-2.5963838739720697e-05
2015-12-16,-0.1875193694729383,-3.0198137661005687e-05,-2.9904166403006958e-05,-2.986734010203859e-05,-0.1358901902171872,-2.9882430414301042e-05
2016-01-27,-0.12704667998128996,-0.0019510068372818614,-2.192932061197602e-05,-2.189989769522332e-05,-0.105936572519844,-2.1911443276958374e-05
2016-03-16,-0.14956288553631736,-3.05375954495514e-05,-3.0222901164191524e-05,-3.0185404186840494e-05,-0.16915654635651284,-3.0201916514105465e-05
2016-04-27,-0.1840712874677488,-3.118316871746643e-05,-3.0904966890156794e-05,-3.086232432754881e-05,-0.20399053689455346,-3.087918620139982e-05
2016-06-15,-0.11572609582722597,-2.0580465603674342e-05,-2.0393473273139272e-05,-2.0367169049265116e-05,-0.12510127587632308,-2.0378097615759345e-05
2016-07-27,-0.1610430767402492,-1.9244218581695472e-05,-1.9075188669922634e-05,-1.904538786878936e-05,-0.11053404568576082,-1.905608595622095e-05
2016-09-21,-0.16308277152488443,-2.7287283970967537e-05,-2.705757491277258e-05,-2.6998628684361807e-05,-0.16408159967569516,-2.7012584579653478e-05
2016-11-02,-0.1473669804508156,-3.0135631175420135e-05,-2.987690908077239e-05,-2.9831116151320322e-05,-0.20462600570782338,-2.9846241291593682e-05
2016-12-14,-0.1252931092582808,-3.574151041822672e-05,-3.540527452034315e-05,-3.53683859199629e-05,-0.28081498909775265,-3.5386473108100056e-05
2017-02-01,-0.10121948576550426,-3.082346383006269e-05,-3.053933480639275e-05,-3.050303422250041e-05,-0.24428024957968753,-3.05186376174419e-05
2017-03-15,-0.07839043694781708,-3.0618316843548655e-05,-3.0309467337815813e-05,-3.0277936333821745e-05,-0.2674596273789152,-3.0293933795136626e-05
2017-05-03,-0.08909900310477654,-2.6108923649869376e-05,-2.5891749706573657e-05,-2.5825686200245698e-05,-0.21596165026207242,-2.5839522420625776e-05
2017-06-14,-0.07076739841815373,-2.6891847462607607e-05,-2.6659181367661043e-05,-2.6630564179564497e-05,-0.22239500614734248,-2.664461072469254e-05
2017-07-26,-0.08152873129356243,-0.0018915733637148153,-2.207400615954128e-05,-2.2048771628030968e-05,-0.16289032357639116,-2.2060582746856245e-05
2017-09-20,-0.10649840226987144,-2.203849251998575e-05,-0.007351791135513245,-2.1804640057083482e-05,-0.16085892237536203,-2.1815861450964213e-05
2017-11-01,-0.08110878473438633,-2.8431357074199205e-05,-0.006516083477981369,-2.812978248847736e-05,-0.23133804604968075,-2.8143646007923832e-05
2017-12-13,-0.03550251817522166,-4.031289121584104e-05,-0.0010443556322036608,-3.9898926370758765e-05,-0.3699264019429555,-3.9919025439165906e-05
2018-01-31,-0.06687681285117805,-4.715943512384922e-05,-4.6786402171858034e-05,-4.663544388595441e-05,-0.4028813015715725,-4.665948732461161e-05
